Contact_Radius_Length,Contact_Radius_Width,Average_Chip_1,Stress_Contact_1,Stress_Contact_2,Stress_Metal_1,Stress_Metal_2,Total_Strain_Contact_1,Total_Strain_Contact_2,Total_Strain_Metal_1,Total_Strain_Metal_2,Total_Displacement_Contact_1,Total_Displacement_Contact_2,Total_Displacement_Metal_1,Total_Displacement_Metal_2
0.22425,0.076921162,141.00452320270253,155.17394734611491,3.5206282799921605e-08,150.14372280844924,1.6740168027299796e-08,0.0020583821076071334,1.2975582304438824e-12,0.0019958044104241286,6.488666137828734e-13,0.0009835113514567186,1.7789046500013932e-14,0.0008715731182889729,3.083709025245967e-14
0.2235,0.0766639,141.00467938567556,155.17573620899117,4.153647685260588e-08,150.14567844002647,1.844357876403997e-08,0.0020583709196343764,1.4574231066122207e-12,0.001995855885882379,7.381150982828465e-13,0.000983449036842489,2.5523925879206432e-14,0.0008715645938403093,3.3783790850468974e-14
0.22275,0.076406639,141.00482403696475,155.21129263822425,4.306901316949119e-08,150.1479581010822,1.525836658067442e-08,0.0020591018131263647,1.5235121455179344e-12,0.0019959302447079513,6.088522305701488e-13,0.000983414249373713,2.2568002983488114e-14,0.0008715553609681485,3.111156785857286e-14
0.222,0.076149378,141.0049809155964,155.21005384470567,4.6574959673206436e-08,150.1498512806295,1.8869033841800324e-08,0.0020590387192744725,1.5966628852493626e-12,0.0019959820665695805,8.312903304864754e-13,0.0009833520832814744,2.320790810468676e-14,0.0008715466883812028,3.86571668898344e-14
0.2205,0.075634855,141.00530653967834,155.20091742242712,3.925594554399363e-08,150.15387262208787,1.682467508847691e-08,0.0020589594053054723,1.331029328500449e-12,0.0019961234513350985,6.810528040037109e-13,0.000983215021595382,1.9783836989877664e-14,0.0008715304109170203,3.146372305658065e-14
0.219,0.075120332,141.00565414555655,155.2331285567212,4.35448293111417e-08,150.15700881197813,1.930067280095211e-08,0.002058899874860348,1.4627817399041788e-12,0.0019961982882031925,7.587886694209132e-13,0.0009830771987985177,2.2219223386100034e-14,0.000871513665414169,3.7054339435772663e-14
0.2175,0.074605809,141.0059535428014,153.8892150953737,4.398678759385898e-08,150.16072324672467,1.8078886131486032e-08,0.0020404871421817543,1.4466008682616547e-12,0.0019963011460322304,7.151450409468273e-13,0.0009819926990783275,2.397567029697677e-14,0.0008714909815770495,3.6039154985027064e-14
0.21675,0.074348548,141.00612080045627,154.93101539990616,3.7524818109565904e-08,150.16322627431853,1.958100109298675e-08,0.0020551972947646935,1.3653440034304321e-12,0.0019964674679681478,7.454339963574546e-13,0.0009825186360503308,2.1507331448225518e-14,0.0008714851832094458,3.570067161657357e-14
0.216,0.074091286,141.00629491314118,154.91508893862832,4.475657173283926e-08,150.16501623481128,1.834371506629767e-08,0.0020549445648141386,1.524728017883851e-12,0.0019965227702871285,7.280037862386166e-13,0.0009824573818784084,1.7816251262224906e-14,0.0008714764204475487,3.4532194981783e-14
0.21525,0.073834025,141.0064717018267,154.91171680066535,4.7429528449890946e-08,150.16678246902757,1.916797805085668e-08,0.0020548325419581623,1.6687459034313077e-12,0.0019965775187725638,7.835912336502814e-13,0.0009823862500379082,2.3339250733499143e-14,0.0008714677216718216,3.3732612776262155e-14
0.2145,0.073576763,141.00665619353487,154.9086400802734,4.285748645415863e-08,150.1685824706796,1.858944911062862e-08,0.00205472317756264,1.4944135442236788e-12,0.0019966373502734655,7.722348632129865e-13,0.0009823146654720405,2.2014107873343198e-14,0.000871459027048545,3.537667842700261e-14
